Variable / Field Name,Form Name,Section Header,Field type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
cx_covid_pos_facility_type,optional,Additional detail for first positive COVID-19 test,radio,Setting in which patient had their first positive COVID PCR,"1, ED | 2, Urgent care | 3, Inpatient | 4, Outpatient lab | 5, Drive-through clinic",,,,,,"((([cx_covid_pos_ever_yn] = ""1"") OR [cx_covid_pos_facility_type]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_prone_dly_prn_dt,dailyassessment,Organ support at any point during calendar day,text,First time turned supine-->prone for day,,"Enter ""1/1/1900 00:00"" if patient was never tunred from <i>supine</i> to <i>prone</i> on this calendar day",datetime_mdy,01/01/1900 00:00,31/12/2023 23:59,,"((([tx_hosp_prone_dly] = ""1"") OR [tx_hosp_prone_dly_prn_dt]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [tx_hosp_prone_dly_prn_dt]<> '')))",y,,,,, @HIDEBUTTON
tx_hosp_prone_dly_sup_dt,dailyassessment,Organ support at any point during calendar day,text,First time turned prone-->supine for day,,"Enter ""1/1/1900 00:00"" if patient was never tunred from <i>prone</i> to <i>supine</i> on this calendar day",datetime_mdy,01/01/1900 00:00,31/12/2023 23:59,,"((([tx_hosp_prone_dly] = ""1"") OR [tx_hosp_prone_dly_sup_dt]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [tx_hosp_prone_dly_sup_dt]<> '')))",y,,,,, @HIDEBUTTON
tx_hosp_tot_crrt,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Received continuous renal replacement therapy at any point during this admission,,,,,,,"((([tx_hosp_tot_dialysis] = ""1"") OR [tx_hosp_tot_crrt]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [tx_hosp_tot_crrt]<> '')))",y,,,,,
tx_hosp_tot_dialysis,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Renal replacement therapy / dialysis,,"Includes intermittent and continuous hemodialysis, hemofiltration, or ultrafiltration as well as peritoneal dialysis.",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_ecmo,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,ECMO,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_ecmo_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days on ECMO therapy up to and including day 28,,Count calendar days where patient received any ECMO,number,0,365,,"((([tx_hosp_tot_ecmo] = ""1"") OR [tx_hosp_tot_ecmo_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_icu_cnt,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Number of times patient admitted to ICU during encounter,,,integer,1,10,,"((([tx_hosp_tot_icu] = ""1"") OR [tx_hosp_tot_icu_cnt]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_icu_end,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Was patient in ICU at time of hospital death or discharge?,,,,,,,"((([tx_hosp_tot_icu] = ""1"") OR [tx_hosp_tot_icu_end]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_ino,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Treated with inhaled pulmonary vasodilators (nitric oxide [iNO] or epoprostenol [Flolan]),,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_ino_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days received inhaled pulmonary vasodilators up to and including day 28,,Count calendar days where patient received any inhaled pulmonary vasodilators,number,0,365,,"((([tx_hosp_tot_ino] = ""1"") OR [tx_hosp_tot_ino_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_nippv,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,"Non-invasive ventilation (e.g. BiPAP, CPAP)",,"Answer ""No"" if on home settings, at night only or if used only for sleep apnea.",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_nippv_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days of inpatient NIPPV therapy up to and including day 28,,Count calendar days where patient got any NIPPV,number,0,365,,"((([tx_hosp_tot_nippv] = ""1"") OR [tx_hosp_tot_nippv_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_nmb_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days received therapeutic neuromuscular blockade up to and including day 28,,Do not include paralytic given for intubation,number,0,365,,"((([tx_hosp_tot_nmb] = ""1"") OR [tx_hosp_tot_nmb_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_o2_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days of inpatient oxygen therapy up to and including day 28,,Count calendar days where patient got any oxygen,number,0,365,,"((([tx_hosp_tot_o2therapy] = ""1"") OR [tx_hosp_tot_o2_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_o2therapy,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,"Nasal cannula, face mask, or HFNC oxygen therapy",,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_pressor,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Inotropes/vasopressors,,"Includes norepinephrine (Levophed), epinephrine, vasopressin, phenylephrine (Neosynephrine), angiotensin-II (Giapreza), dopamine, dobutamine, milrinone",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_pressor_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days of inpatient vasopressor therapy up to and including day 28,,Count calendar days where patient received vasopressors and/or inotropes,number,0,365,,"((([tx_hosp_tot_pressor] = ""1"") OR [tx_hosp_tot_pressor_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_prone,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Prone positioning,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_prone_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days of proning therapy up to and including day 28,,Count calendar days where patient underwent any proning,number,0,365,,"((([tx_hosp_tot_prone] = ""1"") OR [tx_hosp_tot_prone_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_rrt_days,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Total days of inpatient dialysis/renal replacement therapy therapy up to and including day 28,,Count calendar days where patient got any dialysis,number,0,365,,"((([tx_hosp_tot_dialysis] = ""1"") OR [tx_hosp_tot_rrt_days]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_vent,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Invasive ventilation,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_tot_vent_cnt,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Number of episodes of mechanical ventilation during encounter,,,integer,1,10,,"((([tx_hosp_tot_vent] = ""1"") OR [tx_hosp_tot_vent_cnt]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_vent_end,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",yesno,Was patient on invasive mechanical ventilation at time of hospital death or discharge?,,,,,,,"((([tx_hosp_tot_vent]=""1"") OR [tx_hosp_tot_vent_end]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_vent_dly,dailyassessment,Organ support at any point during calendar day,yesno,Invasive ventilation,,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_vent_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_vent_dly_fio2,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,FiO2,,,number,0.21,1,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"") OR [tx_hosp_vent_dly_fio2]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_vent_dly_ieact,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Actual I:E ratio,,,number,0,1,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"" AND [tx_hosp_vent_dly_mode]<> ""4"" AND [tx_hosp_vent_dly_mode]<> ""5"") OR [tx_hosp_vent_dly_ieact]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_ieset,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Set I:E ratio,,,number,0,1,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"" AND [tx_hosp_vent_dly_mode]<> ""4"" AND [tx_hosp_vent_dly_mode]<> ""5"") OR [tx_hosp_vent_dly_ieset]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_o2sat,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,O2 sat (%),,,integer,10,100,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"") OR [tx_hosp_vent_dly_o2sat]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_vent_dly_pcset,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Set inspiratory pressure (cmH2O),,,integer,0,100,,"((([tx_hosp_vent_dly_mode]=""3"" OR [tx_hosp_vent_dly_mode]=""4"" OR  [tx_hosp_vent_dly_mode]=""6"" OR [tx_hosp_vent_dly_mode]=""9"") OR [tx_hosp_vent_dly_pcset]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_peak,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Peak pressure (cmH2O),,cmH20,number,0,100,,"((([tx_hosp_vent_dly_mode] =""1"" OR  [tx_hosp_vent_dly_mode] =""2"" OR [tx_hosp_vent_dly_mode] = ""3"" OR [tx_hosp_vent_dly_mode] = ""9"") OR [tx_hosp_vent_dly_peak]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_peep,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,"Positive end-expiratory pressure (PEEP, cmH20)",,cmH20,number,0,100,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"") OR [tx_hosp_vent_dly_peep]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_vent_dly_plateau,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Plateau pressure (cmH2O),,cmH20,number,0,100,,"((([tx_hosp_vent_dly_mode] =""1"" OR  [tx_hosp_vent_dly_mode] =""2"" OR [tx_hosp_vent_dly_mode] = ""9"") OR [tx_hosp_vent_dly_plateau]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_psset,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Pressure support set (cmH2O),,,integer,0,100,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode] >=4) OR [tx_hosp_vent_dly_psset]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_rractual,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Actual/total respiratory rate (RR),,,integer,0,200,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"") OR [tx_hosp_vent_dly_rractual]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_vent_dly_rrset,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Set respiratory rate (RR),,,integer,0,120,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"" AND [tx_hosp_vent_dly_mode] <>""4"" AND [tx_hosp_vent_dly_mode] <>""5"") OR [tx_hosp_vent_dly_rrset]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_ve,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Total minute ventilation,,,number,0,,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"") OR [tx_hosp_vent_dly_ve]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_vent_dly_vtact,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,Actual tidal volume (mL),,,integer,0,2000,,"((([tx_hosp_vent_dly_mode]<> """" AND [tx_hosp_vent_dly_mode]<> ""0"") OR [tx_hosp_vent_dly_vtact]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
