,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
4859,demo_school,demo_school from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,721,"{'No': 25, 'Yes': 696}"
4860,demo_school,demo_school from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,1345,"{'I do not want to answer': 1, ""I don't know"": 1, 'No': 49, 'Yes': 1294}"
4861,demo_school,demo_school from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,9468,"{'I do not want to answer': 20, ""I don't know"": 8, 'No': 197, 'Yes': 9243}"
4862,demo_schooltype,demo_schooltype from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (24_month_arm_5),categorical,Demographics,43,"{'Daycare': 2, 'Home school': 4, 'Other, please explain {demo_schooltypespec:icons}': 4, 'Private school': 5, 'Public school': 28}"
4863,demo_schooltype,demo_schooltype from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,375,"{'Public school': 274, 'Private school': 48, 'Other, please explain {demo_schooltypespec:icons}': 24, 'Daycare': 16, 'Home school': 12, ""I don't know"": 1}"
4864,demo_schooltype,demo_schooltype from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,695,"{'Daycare': 17, 'Home school': 25, 'Other, please explain {demo_schooltypespec:icons}': 29, 'Private school': 109, 'Public school': 515}"
4865,demo_schooltype,demo_schooltype from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,1289,"{'Public school': 973, 'Private school': 182, 'Other, please explain {demo_schooltypespec:icons}': 52, 'Home school': 45, 'Daycare': 34, 'I do not want to answer': 3}"
4866,demo_schooltype,demo_schooltype from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,9172,"{'Public school': 7547, 'Private school': 953, 'Other, please explain {demo_schooltypespec:icons}': 291, 'Home school': 282, 'Daycare': 83, 'I do not want to answer': 10}"
4867,demo_schooltypeya,demo_schooltypeya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,83,"{'Other, please explain {demo_schooltypespecya:icons}': 10, 'Private school': 32, 'Public school': 41}"
4868,demo_schooltypeya,demo_schooltypeya from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,192,"{'Home school': 3, ""I don't know"": 2, 'Other, please explain {demo_schooltypespecya:icons}': 16, 'Private school': 53, 'Public school': 118}"
4869,demo_schooltypeya,demo_schooltypeya from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,355,"{'Public school': 201, 'Private school': 107, 'Other, please explain {demo_schooltypespecya:icons}': 41, 'Home school': 3, 'I do not want to answer': 2, ""I don't know"": 1}"
4870,demo_schooltypeya,demo_schooltypeya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,798,"{'Public school': 482, 'Private school': 230, 'Other, please explain {demo_schooltypespecya:icons}': 73, 'Home school': 6, ""I don't know"": 4, 'I do not want to answer': 3}"
4871,demo_schoolya,demo_schoolya from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (24_month_arm_5),categorical,Demographics,20,"{'No': 10, 'Yes': 10}"
4872,demo_schoolya,demo_schoolya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,143,"{'No': 58, 'Yes': 85}"
4873,demo_schoolya,demo_schoolya from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,332,"{""I don't know"": 1, 'No': 138, 'Yes': 193}"
4874,demo_schoolya,demo_schoolya from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,662,"{'I do not want to answer': 4, 'No': 301, 'Yes': 357}"
4875,demo_schoolya,demo_schoolya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1417,"{'I do not want to answer': 18, ""I don't know"": 2, 'No': 589, 'Yes': 808}"
4876,demo_white,demo_white from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,321,"{'English': 76, 'Other White or European group {demo_white_oth:icons}': 60, ""I don't know"": 46, 'Scottish': 34, 'German': 27, 'Irish': 21}"
4877,demo_white,demo_white from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,6220,"{'English': 1793, 'Other White or European group {demo_white_oth:icons}': 1006, 'Scottish': 816, ""I don't know"": 710, 'German': 619, 'Dutch': 399}"
4878,demo_whiteya,demo_whiteya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,80,"{'English': 18, ""I don't know"": 15, 'Scottish': 11, 'German': 10, 'Irish': 9, 'Other White or European group {demo_white_othya:icons}': 6}"
4879,demo_whiteya,demo_whiteya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,719,"{'English': 179, ""I don't know"": 106, 'Other White or European group {demo_white_othya:icons}': 104, 'German': 76, 'Scottish': 60, 'Irish': 46}"
4880,discrim_afraid,discrim_afraid from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,347,"{'Never': 311, 'Less than once a year': 13, 'A few times a year': 10, 'A few times a month': 7, 'At least once a week': 4, 'Almost every day': 2}"
4881,discrim_afraid,discrim_afraid from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,9108,"{'Never': 7928, 'Less than once a year': 695, 'A few times a year': 264, 'A few times a month': 122, 'At least once a week': 57, 'Almost every day': 42}"
4882,discrim_afraidya,discrim_afraidya from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,117,"{'Never': 79, 'Less than once a year': 20, 'A few times a year': 11, 'A few times a month': 4, 'At least once a week': 2, 'Almost every day': 1}"
4883,discrim_afraidya,discrim_afraidya from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,1310,"{'Never': 889, 'Less than once a year': 196, 'A few times a year': 113, 'A few times a month': 67, 'At least once a week': 32, 'Almost every day': 13}"
4884,discrim_better,discrim_better from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,348,"{'Never': 276, 'A few times a year': 23, 'Less than once a year': 22, 'A few times a month': 14, 'At least once a week': 8, 'Almost every day': 5}"
4885,discrim_better,discrim_better from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,9103,"{'Never': 6300, 'Less than once a year': 1228, 'A few times a year': 900, 'A few times a month': 378, 'At least once a week': 201, 'Almost every day': 96}"
4886,discrim_betterya,discrim_betterya from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,117,"{'Never': 39, 'A few times a year': 33, 'Less than once a year': 20, 'A few times a month': 17, 'At least once a week': 5, 'Almost every day': 3}"
4887,discrim_betterya,discrim_betterya from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,1309,"{'Never': 534, 'A few times a year': 291, 'A few times a month': 177, 'Less than once a year': 172, 'At least once a week': 100, 'Almost every day': 35}"
4888,discrim_courtesy,discrim_courtesy from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,347,"{'Never': 248, 'Less than once a year': 32, 'A few times a year': 29, 'A few times a month': 18, 'At least once a week': 11, 'Almost every day': 9}"
4889,discrim_courtesy,discrim_courtesy from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,9066,"{'Never': 5900, 'Less than once a year': 1476, 'A few times a year': 930, 'A few times a month': 400, 'At least once a week': 233, 'Almost every day': 127}"
4890,discrim_courtesyya,discrim_courtesyya from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,117,"{'Never': 41, 'A few times a year': 27, 'Less than once a year': 25, 'A few times a month': 16, 'Almost every day': 4, 'At least once a week': 4}"
4891,discrim_courtesyya,discrim_courtesyya from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,1306,"{'Never': 529, 'A few times a year': 277, 'Less than once a year': 184, 'A few times a month': 158, 'At least once a week': 128, 'Almost every day': 30}"
4892,discrim_dishonest,discrim_dishonest from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,347,"{'Never': 310, 'Less than once a year': 15, 'A few times a month': 8, 'A few times a year': 6, 'At least once a week': 5, 'Almost every day': 3}"
4893,discrim_dishonest,discrim_dishonest from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,9091,"{'Never': 7623, 'Less than once a year': 816, 'A few times a year': 371, 'A few times a month': 163, 'At least once a week': 76, 'Almost every day': 42}"
4894,discrim_dishonestya,discrim_dishonestya from form child_social_determinants_of_health and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Acute week 8),categorical,Child Social Determinants Of Health,117,"{'A few times a month': 3, 'A few times a year': 11, 'Less than once a year': 26, 'Never': 77}"
4895,discrim_dishonestya,discrim_dishonestya from form child_social_determinants_of_health and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,child_social_determinants_of_health,child_social_determinants_of_health (Post-acute baseline),categorical,Child Social Determinants Of Health,1310,"{'Never': 854, 'Less than once a year': 215, 'A few times a year': 144, 'A few times a month': 60, 'At least once a week': 27, 'Almost every day': 10}"
