,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
2380,nhis_anyvisit,nhis_anyvisit from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'No': 4, 'Yes': 31}"
2381,nhis_ervisits,nhis_ervisits from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'0 visits': 2}
2382,nhis_ervisits,nhis_ervisits from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,574,"{'0 visits': 405, '1 visit': 121, '2 or more visits': 43, 'I do not want to answer': 4, ""I don't know"": 1}"
2383,nhis_ervisits,nhis_ervisits from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,279,"{'0 visits': 213, '1 visit': 46, '2 or more visits': 19, 'I do not want to answer': 1}"
2384,nhis_ervisits,nhis_ervisits from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'0 visits': 107, '1 visit': 28, '2 or more visits': 10, 'I do not want to answer': 1}"
2385,nhis_ervisits,nhis_ervisits from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,34,"{'0 visits': 30, '1 visit': 3, '2 or more visits': 1}"
2386,nhis_hosp,nhis_hosp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'No': 2}
2387,nhis_hosp,nhis_hosp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,571,"{'I do not want to answer': 2, ""I don't know"": 2, 'No': 520, 'Yes': 47}"
2388,nhis_hosp,nhis_hosp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,"{'No': 271, 'Yes': 12}"
2389,nhis_hosp,nhis_hosp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,145,"{'I do not want to answer': 1, 'No': 134, 'Yes': 10}"
2390,SPCMN:CON_ST_BLDSPT_BL_A,"Did participant submit sample of type ""Blood Spot""? Derived from pediatric congenital cohort biospecimens.tsv.",Pediatric Congenital,Pediatric Congenital Biospecimens,RECOVER Pediatric Congenital Cohort Biospecimens,categorical,,75,"{True: 59, False: 16}"
2391,nhis_hosp,nhis_hosp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,{'No': 35}
2392,nhis_place,nhis_place from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'Yes': 2}
2393,nhis_place,nhis_place from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,570,"{'I do not want to answer': 3, ""I don't know"": 2, 'There is MORE THAN ONE place': 35, 'There is NO place': 7, 'Yes': 523}"
2394,nhis_place,nhis_place from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,282,"{'I do not want to answer': 1, ""I don't know"": 2, 'There is MORE THAN ONE place': 15, 'There is NO place': 2, 'Yes': 262}"
2395,nhis_place,nhis_place from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'I do not want to answer': 1, 'There is MORE THAN ONE place': 11, 'There is NO place': 2, 'Yes': 132}"
2396,nhis_place,nhis_place from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{""I don't know"": 1, 'There is MORE THAN ONE place': 2, 'There is NO place': 1, 'Yes': 31}"
2397,nhis_placetype,nhis_placetype from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{""A doctor's office or health center"": 2}"
2398,nhis_placetype,nhis_placetype from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,556,"{""A doctor's office or health center"": 515, 'A hospital emergency room': 9, 'An urgent care center (a place where [sname] can walk in to get care right away without an appointment)': 28, '[snameposs] school': 2, 'Some other place': 2}"
2399,nhis_placetype,nhis_placetype from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,276,"{""A doctor's office or health center"": 251, 'A hospital emergency room': 6, 'An urgent care center (a place where [sname] can walk in to get care right away without an appointment)': 18, 'I do not want to answer': 1}"
2400,nhis_placetype,nhis_placetype from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,143,"{""A doctor's office or health center"": 137, 'An urgent care center (a place where [sname] can walk in to get care right away without an appointment)': 3, ""I don't know"": 1, '[snameposs] school': 2}"
2401,nhis_placetype,nhis_placetype from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,33,"{""A doctor's office or health center"": 28, 'An urgent care center (a place where [sname] can walk in to get care right away without an appointment)': 4, 'Do not go to one place most often': 1}"
2402,nhis_preventvisit,nhis_preventvisit from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'2 or more visits': 2}
2403,nhis_preventvisit,nhis_preventvisit from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,542,"{'0 visits': 6, '1 visit': 44, '2 or more visits': 487, ""I don't know"": 5}"
2404,nhis_preventvisit,nhis_preventvisit from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,255,"{'0 visits': 2, '1 visit': 80, '2 or more visits': 172, ""I don't know"": 1}"
2405,nhis_preventvisit,nhis_preventvisit from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,131,"{'0 visits': 1, '1 visit': 66, '2 or more visits': 62, ""I don't know"": 2}"
2406,nhis_preventvisit,nhis_preventvisit from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,31,"{'0 visits': 1, '1 visit': 21, '2 or more visits': 9}"
2407,nhis_sickvisit,nhis_sickvisit from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'0 visits': 2}
2408,nhis_sickvisit,nhis_sickvisit from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,541,"{'0 visits': 94, '1 visit': 135, '2 or more visits': 308, ""I don't know"": 4}"
2409,nhis_sickvisit,nhis_sickvisit from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,255,"{'0 visits': 47, '1 visit': 77, '2 or more visits': 127, ""I don't know"": 4}"
2410,nhis_sickvisit,nhis_sickvisit from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,130,"{'0 visits': 26, '1 visit': 36, '2 or more visits': 66, ""I don't know"": 2}"
2411,nhis_sickvisit,nhis_sickvisit from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,31,"{'0 visits': 3, '1 visit': 11, '2 or more visits': 17}"
2412,nhis_ucvisits,nhis_ucvisits from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'0 visits': 2}
2413,nhis_ucvisits,nhis_ucvisits from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,573,"{'0 visits': 338, '1 visit': 132, '2 or more visits': 97, 'I do not want to answer': 3, ""I don't know"": 3}"
2414,nhis_ucvisits,nhis_ucvisits from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,282,"{'0 visits': 179, '1 visit': 54, '2 or more visits': 48, 'I do not want to answer': 1}"
